DATA;ORA;OPEN;HIGH;LOW;CLOSE;N
11/05/2001;00:00;0.8812;0.8824;0.8735;0.8747;0
14/05/2001;00:00;0.8755;0.8758;0.8728;0.8734;0
15/05/2001;00:00;0.8738;0.8799;0.8733;0.8784;0
16/05/2001;00:00;0.8775;0.8867;0.8746;0.883;0
17/05/2001;00:00;0.8827;0.888;0.8793;0.8825;0
18/05/2001;00:00;0.8824;0.8829;0.8755;0.8813;0
21/05/2001;00:00;0.8797;0.8816;0.8742;0.8766;0
22/05/2001;00:00;0.8761;0.8774;0.8628;0.8651;0
23/05/2001;00:00;0.8649;0.8661;0.855;0.8552;0
24/05/2001;00:00;0.8551;0.8612;0.8497;0.8568;0
25/05/2001;00:00;0.8567;0.8627;0.8539;0.8608;0
28/05/2001;00:00;0.8602;0.8609;0.8579;0.8603;0
29/05/2001;00:00;0.8601;0.8612;0.853;0.8557;0
30/05/2001;00:00;0.8553;0.859;0.8536;0.8553;0
31/05/2001;00:00;0.8546;0.8565;0.8441;0.8446;0
01/06/2001;00:00;0.8444;0.8497;0.8433;0.8476;0
04/06/2001;00:00;0.8466;0.8536;0.8442;0.8455;0
