DATA;ORA;OPEN;HIGH;LOW;CLOSE;N
05/06/2001;00:00;0.8457;0.8547;0.8427;0.8541;0
06/06/2001;00:00;0.8544;0.8568;0.8448;0.8466;0
07/06/2001;00:00;0.8464;0.8519;0.8458;0.8513;0
08/06/2001;00:00;0.8513;0.8518;0.8459;0.8502;0
11/06/2001;00:00;0.8498;0.854;0.8411;0.8427;0
12/06/2001;00:00;0.8437;0.8538;0.8416;0.8528;0
13/06/2001;00:00;0.853;0.8566;0.8511;0.8548;0
14/06/2001;00:00;0.8549;0.8633;0.8488;0.8623;0
15/06/2001;00:00;0.8619;0.8673;0.86;0.8608;0
18/06/2001;00:00;0.8627;0.8645;0.8577;0.8605;0
19/06/2001;00:00;0.86;0.8606;0.8527;0.8536;0
20/06/2001;00:00;0.8537;0.8556;0.8497;0.8552;0
21/06/2001;00:00;0.8552;0.8584;0.8515;0.8542;0
22/06/2001;00:00;0.8546;0.8575;0.8511;0.8568;0
25/06/2001;00:00;0.8563;0.8625;0.8563;0.8588;0
26/06/2001;00:00;0.8585;0.8651;0.8585;0.8638;0
27/06/2001;00:00;0.8633;0.8659;0.8584;0.8584;0
28/06/2001;00:00;0.859;0.8614;0.8433;0.8442;0
29/06/2001;00:00;0.8437;0.8506;0.8437;0.8491;0
02/07/2001;00:00;0.8504;0.8504;0.8442;0.8479;0
03/07/2001;00:00;0.8473;0.8507;0.8455;0.8481;0
04/07/2001;00:00;0.8477;0.8484;0.8434;0.8463;0
05/07/2001;00:00;0.8458;0.8479;0.8355;0.8366;0
06/07/2001;00:00;0.8391;0.8478;0.8349;0.8474;0
09/07/2001;00:00;0.8466;0.8522;0.8446;0.8497;0
10/07/2001;00:00;0.8496;0.8574;0.849;0.8547;0
11/07/2001;00:00;0.8552;0.8642;0.8533;0.8584;0
12/07/2001;00:00;0.8575;0.8611;0.8505;0.8536;0
13/07/2001;00:00;0.8535;0.8561;0.851;0.8541;0
16/07/2001;00:00;0.8538;0.8591;0.8522;0.8522;0
17/07/2001;00:00;0.8522;0.8608;0.8491;0.8592;0
18/07/2001;00:00;0.8588;0.8742;0.8571;0.874;0
19/07/2001;00:00;0.8733;0.8779;0.8679;0.8718;0
20/07/2001;00:00;0.8713;0.8786;0.8705;0.8705;0
23/07/2001;00:00;0.8703;0.872;0.8652;0.869;0
24/07/2001;00:00;0.8691;0.8771;0.8687;0.8732;0
25/07/2001;00:00;0.8732;0.8813;0.8717;0.8803;0
26/07/2001;00:00;0.8801;0.8823;0.8748;0.8774;0
27/07/2001;00:00;0.8774;0.8805;0.8722;0.8768;0
30/07/2001;00:00;0.8775;0.8775;0.8722;0.874;0
31/07/2001;00:00;0.874;0.878;0.8725;0.8762;0
01/08/2001;00:00;0.8759;0.8831;0.8757;0.8808;0
02/08/2001;00:00;0.8808;0.8841;0.8786;0.8832;0
03/08/2001;00:00;0.8832;0.8876;0.8777;0.8839;0
06/08/2001;00:00;0.8828;0.8832;0.8787;0.8814;0
07/08/2001;00:00;0.8808;0.8814;0.8754;0.8773;0
08/08/2001;00:00;0.8768;0.8808;0.8739;0.8804;0
09/08/2001;00:00;0.8799;0.8941;0.8799;0.892;0
10/08/2001;00:00;0.8916;0.896;0.8911;0.8926;0
13/08/2001;00:00;0.8935;0.9008;0.8922;0.8968;0
14/08/2001;00:00;0.8968;0.9036;0.8938;0.9023;0
15/08/2001;00:00;0.9024;0.915;0.9019;0.9136;0
16/08/2001;00:00;0.9156;0.9201;0.9091;0.9113;0
17/08/2001;00:00;0.9111;0.9183;0.9103;0.9178;0
20/08/2001;00:00;0.9174;0.9202;0.911;0.9139;0
21/08/2001;00:00;0.9137;0.9183;0.908;0.9178;0
22/08/2001;00:00;0.9173;0.9239;0.9122;0.9123;0
23/08/2001;00:00;0.9124;0.9167;0.91;0.9145;0
24/08/2001;00:00;0.9144;0.9166;0.9077;0.9143;0
27/08/2001;00:00;0.9143;0.9144;0.9085;0.9115;0
28/08/2001;00:00;0.9112;0.9133;0.9029;0.9129;0
29/08/2001;00:00;0.9122;0.9148;0.9087;0.9087;0
30/08/2001;00:00;0.9122;0.9183;0.9056;0.9161;0
31/08/2001;00:00;0.9122;0.9198;0.9064;0.912;0
03/09/2001;00:00;0.9094;0.9104;0.9055;0.9078;0
04/09/2001;00:00;0.9074;0.9076;0.885;0.8875;0
05/09/2001;00:00;0.888;0.8912;0.8844;0.8862;0
06/09/2001;00:00;0.886;0.8967;0.8825;0.8954;0
07/09/2001;00:00;0.8949;0.9075;0.8931;0.9071;0
10/09/2001;00:00;0.9058;0.9079;0.8973;0.8974;0
11/09/2001;00:00;0.8977;0.9169;0.8955;0.9114;0
12/09/2001;00:00;0.9103;0.9149;0.901;0.9067;0
13/09/2001;00:00;0.9064;0.9125;0.9048;0.9105;0
14/09/2001;00:00;0.9105;0.9248;0.9082;0.9201;0
17/09/2001;00:00;0.9234;0.9332;0.9173;0.9247;0
18/09/2001;00:00;0.9237;0.9282;0.9184;0.9265;0
19/09/2001;00:00;0.9256;0.9325;0.9256;0.9256;0
20/09/2001;00:00;0.9262;0.9293;0.923;0.9274;0
21/09/2001;00:00;0.9273;0.9273;0.9087;0.914;0
24/09/2001;00:00;0.9132;0.9202;0.9106;0.9164;0
25/09/2001;00:00;0.9159;0.9249;0.9148;0.9225;0
26/09/2001;00:00;0.9226;0.9243;0.9197;0.9222;0
27/09/2001;00:00;0.9223;0.9232;0.9161;0.918;0
28/09/2001;00:00;0.9178;0.9183;0.9083;0.9109;0
01/10/2001;00:00;0.9113;0.9177;0.9062;0.9169;0
02/10/2001;00:00;0.9165;0.9197;0.9135;0.9178;0
03/10/2001;00:00;0.9179;0.9232;0.9127;0.9141;0
04/10/2001;00:00;0.9136;0.9185;0.9111;0.9175;0
05/10/2001;00:00;0.9177;0.9206;0.9156;0.9178;0
08/10/2001;00:00;0.9189;0.9244;0.9166;0.9202;0
09/10/2001;00:00;0.92;0.9225;0.9127;0.9129;0
10/10/2001;00:00;0.9128;0.9157;0.91;0.9102;0
11/10/2001;00:00;0.9101;0.9125;0.8989;0.9026;0
12/10/2001;00:00;0.9025;0.9124;0.9011;0.911;0
15/10/2001;00:00;0.9115;0.9136;0.9066;0.9083;0
16/10/2001;00:00;0.9073;0.9112;0.9039;0.9082;0
17/10/2001;00:00;0.9077;0.9095;0.9011;0.903;0
18/10/2001;00:00;0.9028;0.9056;0.8998;0.9027;0
19/10/2001;00:00;0.9029;0.9034;0.8966;0.8983;0
22/10/2001;00:00;0.8983;0.9002;0.8897;0.8905;0
23/10/2001;00:00;0.8909;0.8927;0.887;0.8903;0
24/10/2001;00:00;0.8899;0.8944;0.8899;0.8936;0
25/10/2001;00:00;0.8936;0.8978;0.888;0.8924;0
26/10/2001;00:00;0.8919;0.895;0.8906;0.8923;0
29/10/2001;00:00;0.892;0.905;0.892;0.9047;0
30/10/2001;00:00;0.9051;0.9101;0.9036;0.9043;0
31/10/2001;00:00;0.9042;0.9076;0.8988;0.9;0
01/11/2001;00:00;0.8997;0.912;0.8995;0.9018;0
02/11/2001;00:00;0.9018;0.9073;0.9009;0.9021;0
05/11/2001;00:00;0.9013;0.9019;0.8944;0.8972;0
06/11/2001;00:00;0.8971;0.8993;0.8942;0.8943;0
07/11/2001;00:00;0.8939;0.9046;0.8939;0.8978;0
08/11/2001;00:00;0.8972;0.8995;0.8907;0.8924;0
09/11/2001;00:00;0.8919;0.8951;0.8889;0.8941;0
12/11/2001;00:00;0.8943;0.9015;0.8914;0.8939;0
13/11/2001;00:00;0.8937;0.8939;0.8792;0.8802;0
14/11/2001;00:00;0.8807;0.8841;0.8772;0.8821;0
15/11/2001;00:00;0.8822;0.8853;0.8803;0.8818;0
16/11/2001;00:00;0.8818;0.8865;0.8811;0.884;0
19/11/2001;00:00;0.884;0.8851;0.8766;0.8784;0
20/11/2001;00:00;0.8777;0.8842;0.8777;0.8832;0
21/11/2001;00:00;0.8827;0.8835;0.8755;0.8784;0
22/11/2001;00:00;0.8779;0.8796;0.8762;0.8781;0
23/11/2001;00:00;0.8782;0.8812;0.8737;0.8778;0
26/11/2001;00:00;0.8778;0.8831;0.8778;0.88;0
27/11/2001;00:00;0.88;0.8837;0.8771;0.883;0
28/11/2001;00:00;0.8829;0.8885;0.8819;0.8879;0
29/11/2001;00:00;0.8876;0.8919;0.8858;0.8872;0
30/11/2001;00:00;0.8871;0.8981;0.885;0.8961;0
03/12/2001;00:00;0.8954;0.8968;0.8891;0.8906;0
04/12/2001;00:00;0.891;0.8922;0.8888;0.8906;0
05/12/2001;00:00;0.8901;0.8941;0.8848;0.8882;0
06/12/2001;00:00;0.8874;0.8952;0.8866;0.8947;0
07/12/2001;00:00;0.8943;0.8947;0.8885;0.8899;0
10/12/2001;00:00;0.8891;0.8916;0.8843;0.8905;0
11/12/2001;00:00;0.8906;0.8931;0.8884;0.8926;0
12/12/2001;00:00;0.892;0.8986;0.892;0.8978;0
13/12/2001;00:00;0.8972;0.8991;0.8922;0.8928;0
14/12/2001;00:00;0.892;0.9054;0.892;0.9026;0
17/12/2001;00:00;0.9032;0.9081;0.9018;0.902;0
18/12/2001;00:00;0.9016;0.904;0.8996;0.9032;0
19/12/2001;00:00;0.9028;0.9032;0.8953;0.9008;0
20/12/2001;00:00;0.9006;0.9009;0.8963;0.9001;0
21/12/2001;00:00;0.8989;0.9014;0.8855;0.888;0
24/12/2001;00:00;0.8885;0.8907;0.8743;0.8774;0
25/12/2001;00:00;0.8776;0.8825;0.8767;0.8768;0
26/12/2001;00:00;0.8789;0.8819;0.8766;0.88;0
27/12/2001;00:00;0.8798;0.887;0.8777;0.8831;0
28/12/2001;00:00;0.8834;0.8859;0.879;0.8847;0
31/12/2001;00:00;0.8839;0.8922;0.8827;0.889;0
01/01/2002;00:00;0.8901;0.8913;0.8883;0.8896;0
02/01/2002;00:00;0.8892;0.9066;0.8885;0.9032;0
03/01/2002;00:00;0.903;0.9058;0.8977;0.8986;0
04/01/2002;00:00;0.899;0.9001;0.8939;0.8945;0
07/01/2002;00:00;0.8947;0.8996;0.8883;0.8932;0
08/01/2002;00:00;0.8929;0.8936;0.8884;0.8928;0
09/01/2002;00:00;0.8928;0.8951;0.8866;0.8909;0
10/01/2002;00:00;0.891;0.8938;0.8903;0.8912;0
11/01/2002;00:00;0.8912;0.8931;0.8896;0.8924;0
14/01/2002;00:00;0.8942;0.8953;0.8915;0.8942;0
15/01/2002;00:00;0.894;0.8944;0.8822;0.8826;0
16/01/2002;00:00;0.8834;0.8845;0.8805;0.8822;0
17/01/2002;00:00;0.8834;0.8852;0.8794;0.8812;0
18/01/2002;00:00;0.8812;0.8857;0.8797;0.884;0
21/01/2002;00:00;0.8835;0.8866;0.8822;0.8831;0
22/01/2002;00:00;0.8829;0.8864;0.8814;0.8859;0
23/01/2002;00:00;0.8862;0.889;0.877;0.8783;0
24/01/2002;00:00;0.8771;0.8793;0.8754;0.8777;0
25/01/2002;00:00;0.8772;0.8785;0.8632;0.8648;0
28/01/2002;00:00;0.8643;0.8663;0.8574;0.8621;0
29/01/2002;00:00;0.8613;0.8657;0.8593;0.8655;0
30/01/2002;00:00;0.8647;0.8674;0.86;0.8611;0
31/01/2002;00:00;0.8619;0.8645;0.8577;0.8586;0
01/02/2002;00:00;0.8588;0.8642;0.8562;0.8619;0
04/02/2002;00:00;0.8613;0.8711;0.8608;0.8704;0
05/02/2002;00:00;0.8693;0.873;0.8654;0.8666;0
06/02/2002;00:00;0.8668;0.8706;0.8633;0.8675;0
07/02/2002;00:00;0.8664;0.8716;0.8645;0.8702;0
08/02/2002;00:00;0.87;0.8753;0.87;0.8722;0
11/02/2002;00:00;0.8705;0.88;0.8705;0.8764;0
12/02/2002;00:00;0.8765;0.8799;0.8742;0.8773;0
13/02/2002;00:00;0.8762;0.8769;0.8708;0.8712;0
14/02/2002;00:00;0.8711;0.8746;0.8682;0.8737;0
15/02/2002;00:00;0.8738;0.8742;0.8696;0.8734;0
18/02/2002;00:00;0.873;0.874;0.8701;0.8704;0
19/02/2002;00:00;0.8704;0.8782;0.8666;0.8767;0
20/02/2002;00:00;0.8758;0.8782;0.8689;0.8693;0
21/02/2002;00:00;0.869;0.872;0.8682;0.87;0
22/02/2002;00:00;0.8699;0.8776;0.8682;0.8753;0
25/02/2002;00:00;0.875;0.8757;0.8686;0.8686;0
26/02/2002;00:00;0.8686;0.872;0.8617;0.8635;0
27/02/2002;00:00;0.8635;0.8668;0.8627;0.8655;0
28/02/2002;00:00;0.8658;0.8698;0.8624;0.8687;0
01/03/2002;00:00;0.869;0.8695;0.8631;0.8651;0
04/03/2002;00:00;0.8645;0.8714;0.8633;0.8696;0
05/03/2002;00:00;0.8694;0.8726;0.865;0.8716;0
06/03/2002;00:00;0.8712;0.8774;0.8696;0.8765;0
07/03/2002;00:00;0.8759;0.8839;0.8741;0.8816;0
08/03/2002;00:00;0.881;0.8817;0.8722;0.8738;0
11/03/2002;00:00;0.8735;0.8771;0.8733;0.8749;0
12/03/2002;00:00;0.875;0.8768;0.8706;0.8758;0
13/03/2002;00:00;0.8752;0.8784;0.8726;0.8756;0
14/03/2002;00:00;0.8755;0.8844;0.8755;0.8822;0
15/03/2002;00:00;0.8825;0.8868;0.8809;0.8824;0
18/03/2002;00:00;0.8809;0.883;0.8784;0.8826;0
19/03/2002;00:00;0.882;0.8842;0.8797;0.8819;0
20/03/2002;00:00;0.8817;0.8858;0.8788;0.8852;0
21/03/2002;00:00;0.8852;0.8859;0.8808;0.8822;0
22/03/2002;00:00;0.8823;0.8826;0.8751;0.8772;0
25/03/2002;00:00;0.877;0.8781;0.8755;0.877;0
26/03/2002;00:00;0.8768;0.8796;0.8733;0.8765;0
27/03/2002;00:00;0.8766;0.877;0.8721;0.8724;0
28/03/2002;00:00;0.872;0.8741;0.8699;0.8704;0
29/03/2002;00:00;0.8709;0.8728;0.8709;0.8711;0
01/04/2002;00:00;0.8714;0.8821;0.8714;0.8804;0
02/04/2002;00:00;0.8803;0.8815;0.8774;0.8791;0
03/04/2002;00:00;0.8793;0.883;0.8777;0.8808;0
04/04/2002;00:00;0.8804;0.8857;0.8766;0.8781;0
05/04/2002;00:00;0.8774;0.8814;0.8774;0.8782;0
08/04/2002;00:00;0.8788;0.8792;0.8737;0.8743;0
09/04/2002;00:00;0.8743;0.8813;0.8738;0.8807;0
10/04/2002;00:00;0.8806;0.8825;0.8788;0.8802;0
11/04/2002;00:00;0.8801;0.8845;0.8789;0.8818;0
12/04/2002;00:00;0.8815;0.8826;0.8777;0.8804;0
15/04/2002;00:00;0.8792;0.8822;0.8789;0.8793;0
16/04/2002;00:00;0.879;0.8839;0.879;0.8819;0
17/04/2002;00:00;0.8818;0.8909;0.8818;0.8897;0
18/04/2002;00:00;0.89;0.892;0.8857;0.8907;0
19/04/2002;00:00;0.8902;0.8925;0.8878;0.8912;0
22/04/2002;00:00;0.8891;0.8908;0.8867;0.8894;0
23/04/2002;00:00;0.8893;0.8902;0.8861;0.888;0
24/04/2002;00:00;0.8884;0.893;0.8875;0.8923;0
25/04/2002;00:00;0.8923;0.8992;0.8917;0.8975;0
26/04/2002;00:00;0.8974;0.9021;0.8962;0.9015;0
29/04/2002;00:00;0.9011;0.9048;0.9008;0.9031;0
30/04/2002;00:00;0.9027;0.904;0.8989;0.9001;0
01/05/2002;00:00;0.9;0.9086;0.8992;0.9059;0
02/05/2002;00:00;0.9061;0.9078;0.9011;0.9029;0
03/05/2002;00:00;0.9026;0.9175;0.9026;0.9161;0
06/05/2002;00:00;0.9161;0.9185;0.9134;0.9179;0
07/05/2002;00:00;0.9176;0.9189;0.9115;0.914;0
08/05/2002;00:00;0.9139;0.9144;0.9038;0.9048;0
09/05/2002;00:00;0.9044;0.9113;0.904;0.9093;0
10/05/2002;00:00;0.9092;0.9149;0.9087;0.914;0
13/05/2002;00:00;0.9127;0.9168;0.9097;0.9118;0
14/05/2002;00:00;0.9115;0.9118;0.9011;0.9028;0
15/05/2002;00:00;0.9025;0.9125;0.8997;0.9119;0
16/05/2002;00:00;0.9117;0.914;0.9087;0.9112;0
17/05/2002;00:00;0.9115;0.9219;0.9115;0.9207;0
20/05/2002;00:00;0.9203;0.9229;0.9181;0.9207;0
21/05/2002;00:00;0.9206;0.9221;0.9163;0.919;0
22/05/2002;00:00;0.9188;0.9278;0.918;0.9253;0
23/05/2002;00:00;0.9188;0.9269;0.9182;0.9211;0
24/05/2002;00:00;0.921;0.923;0.9166;0.9201;0
27/05/2002;00:00;0.919;0.9224;0.9184;0.9202;0
28/05/2002;00:00;0.9206;0.9307;0.92;0.9277;0
29/05/2002;00:00;0.9283;0.9372;0.9272;0.9342;0
30/05/2002;00:00;0.9349;0.9412;0.9349;0.9362;0
31/05/2002;00:00;0.9364;0.94;0.9284;0.9337;0
03/06/2002;00:00;0.9338;0.9421;0.9305;0.9407;0
04/06/2002;00:00;0.9401;0.9453;0.9389;0.9392;0
05/06/2002;00:00;0.9387;0.9417;0.9354;0.9391;0
06/06/2002;00:00;0.9386;0.9478;0.9338;0.9469;0
07/06/2002;00:00;0.947;0.9488;0.9426;0.9429;0
10/06/2002;00:00;0.9433;0.9482;0.9389;0.943;0
11/06/2002;00:00;0.9439;0.9495;0.9406;0.9481;0
12/06/2002;00:00;0.9477;0.9505;0.9427;0.943;0
13/06/2002;00:00;0.9433;0.9473;0.9396;0.9424;0
14/06/2002;00:00;0.9426;0.9522;0.9417;0.9449;0
17/06/2002;00:00;0.945;0.9467;0.9411;0.9434;0
18/06/2002;00:00;0.9442;0.9526;0.9438;0.9522;0
19/06/2002;00:00;0.9523;0.958;0.9517;0.9572;0
20/06/2002;00:00;0.9572;0.9668;0.9558;0.9642;0
21/06/2002;00:00;0.964;0.9718;0.9632;0.9703;0
24/06/2002;00:00;0.9703;0.9813;0.9682;0.9703;0
25/06/2002;00:00;0.97;0.98;0.9663;0.9792;0
26/06/2002;00:00;0.9789;0.9944;0.9788;0.9816;0
27/06/2002;00:00;0.9819;0.9898;0.981;0.9882;0
28/06/2002;00:00;0.9873;0.999;0.9839;0.9906;0
01/07/2002;00:00;0.9905;0.9972;0.9863;0.9907;0
02/07/2002;00:00;0.9907;0.9918;0.98;0.9862;0
03/07/2002;00:00;0.9858;0.9862;0.9767;0.9799;0
04/07/2002;00:00;0.9801;0.9818;0.9746;0.9786;0
05/07/2002;00:00;0.9781;0.9785;0.9717;0.9733;0
08/07/2002;00:00;0.9729;0.9915;0.9729;0.9909;0
09/07/2002;00:00;0.9901;0.9952;0.9873;0.9927;0
10/07/2002;00:00;0.9929;0.9969;0.9861;0.9889;0
11/07/2002;00:00;0.9889;0.9939;0.9835;0.9876;0
12/07/2002;00:00;0.9878;0.9924;0.9853;0.9904;0
15/07/2002;00:00;0.991;1.0089;0.9909;1.003;0
16/07/2002;00:00;1.0031;1.0146;1.0031;1.0124;0
17/07/2002;00:00;1.0119;1.016;1.0033;1.0071;0
18/07/2002;00:00;1.0066;1.0118;1.0043;1.0112;0
19/07/2002;00:00;1.0117;1.0206;1.0097;1.0097;0
22/07/2002;00:00;1.0125;1.0134;1.0055;1.0082;0
23/07/2002;00:00;1.0072;1.0077;0.9846;0.989;0
24/07/2002;00:00;0.9889;0.9981;0.9875;0.9951;0
25/07/2002;00:00;0.9951;1.006;0.9941;1.004;0
26/07/2002;00:00;1.003;1.0067;0.9853;0.9853;0
29/07/2002;00:00;0.9866;0.9889;0.9772;0.9809;0
30/07/2002;00:00;0.9807;0.9891;0.978;0.9831;0
31/07/2002;00:00;0.983;0.9853;0.976;0.9764;0
01/08/2002;00:00;0.9768;0.9856;0.9727;0.984;0
02/08/2002;00:00;0.9841;0.9917;0.9836;0.9858;0
05/08/2002;00:00;0.987;0.9878;0.9798;0.9807;0
06/08/2002;00:00;0.98;0.9805;0.9622;0.9658;0
07/08/2002;00:00;0.9659;0.9763;0.9644;0.974;0
08/08/2002;00:00;0.9741;0.9771;0.9642;0.9665;0
09/08/2002;00:00;0.9663;0.9739;0.9655;0.9695;0
12/08/2002;00:00;0.9706;0.9799;0.9694;0.9784;0
13/08/2002;00:00;0.9783;0.9848;0.9755;0.9845;0
14/08/2002;00:00;0.9844;0.9892;0.9765;0.9765;0
15/08/2002;00:00;0.977;0.9848;0.9749;0.9817;0
16/08/2002;00:00;0.9822;0.9865;0.9785;0.9862;0
19/08/2002;00:00;0.9849;0.987;0.9751;0.9766;0
20/08/2002;00:00;0.977;0.9807;0.9732;0.9782;0
21/08/2002;00:00;0.9778;0.9846;0.9754;0.9802;0
22/08/2002;00:00;0.9795;0.9805;0.9674;0.9688;0
23/08/2002;00:00;0.9689;0.9732;0.9666;0.972;0
26/08/2002;00:00;0.9724;0.9739;0.9686;0.971;0
27/08/2002;00:00;0.9709;0.9838;0.9706;0.9817;0
28/08/2002;00:00;0.9824;0.9834;0.9781;0.9781;0
29/08/2002;00:00;0.9782;0.9885;0.9778;0.9832;0
30/08/2002;00:00;0.9831;0.9863;0.9795;0.981;0
02/09/2002;00:00;0.9823;0.9854;0.9799;0.9831;0
03/09/2002;00:00;0.9829;0.9974;0.9829;0.9965;0
04/09/2002;00:00;0.9964;0.9972;0.9907;0.9917;0
05/09/2002;00:00;0.9921;0.9989;0.9889;0.9923;0
06/09/2002;00:00;0.991;0.9953;0.9803;0.9803;0
09/09/2002;00:00;0.9816;0.9828;0.9782;0.9793;0
10/09/2002;00:00;0.9792;0.9842;0.9722;0.9747;0
11/09/2002;00:00;0.9748;0.9768;0.9702;0.9759;0
12/09/2002;00:00;0.9758;0.9822;0.9742;0.9816;0
13/09/2002;00:00;0.9805;0.9838;0.9704;0.9714;0
16/09/2002;00:00;0.9706;0.9727;0.9662;0.9685;0
17/09/2002;00:00;0.9683;0.9748;0.961;0.9732;0
18/09/2002;00:00;0.9735;0.9795;0.9687;0.9775;0
19/09/2002;00:00;0.9766;0.9873;0.9765;0.9867;0
20/09/2002;00:00;0.987;0.9875;0.9785;0.9819;0
23/09/2002;00:00;0.9808;0.9857;0.9753;0.9777;0
24/09/2002;00:00;0.9775;0.9836;0.976;0.9821;0
25/09/2002;00:00;0.9821;0.9852;0.9758;0.9764;0
26/09/2002;00:00;0.9759;0.9809;0.973;0.9769;0
27/09/2002;00:00;0.9765;0.9811;0.9749;0.9791;0
30/09/2002;00:00;0.97;0.9899;0.97;0.9863;0
01/10/2002;00:00;0.9861;0.9892;0.9822;0.9825;0
02/10/2002;00:00;0.9817;0.987;0.9811;0.9861;0
03/10/2002;00:00;0.9859;0.9908;0.9858;0.9873;0
04/10/2002;00:00;0.987;0.9881;0.9783;0.9785;0
07/10/2002;00:00;0.979;0.9838;0.9778;0.9823;0
08/10/2002;00:00;0.9822;0.9843;0.9766;0.979;0
09/10/2002;00:00;0.979;0.9912;0.9779;0.99;0
10/10/2002;00:00;0.9896;0.9929;0.985;0.9861;0
11/10/2002;00:00;0.986;0.9878;0.9835;0.9871;0
14/10/2002;00:00;0.9865;0.9892;0.9855;0.9872;0
15/10/2002;00:00;0.9873;0.9894;0.9787;0.9809;0
16/10/2002;00:00;0.9818;0.9843;0.9795;0.9806;0
17/10/2002;00:00;0.9806;0.9818;0.9694;0.9712;0
18/10/2002;00:00;0.9703;0.975;0.9694;0.9721;0
21/10/2002;00:00;0.972;0.977;0.9683;0.9735;0
22/10/2002;00:00;0.9729;0.9808;0.9715;0.9773;0
23/10/2002;00:00;0.9772;0.9806;0.9743;0.9749;0
24/10/2002;00:00;0.9749;0.9793;0.972;0.9771;0
25/10/2002;00:00;0.977;0.9803;0.9753;0.9755;0
28/10/2002;00:00;0.9761;0.9856;0.9722;0.9842;0
29/10/2002;00:00;0.9842;0.9873;0.9803;0.9826;0
30/10/2002;00:00;0.9824;0.9859;0.9811;0.9839;0
31/10/2002;00:00;0.9844;0.9917;0.983;0.9905;0
01/11/2002;00:00;0.9902;1.001;0.9884;0.9962;0
04/11/2002;00:00;0.9966;0.9988;0.9926;0.9978;0
05/11/2002;00:00;0.9971;1.0047;0.9965;0.9996;0
06/11/2002;00:00;0.9986;1.0057;0.9936;1.0036;0
07/11/2002;00:00;1.0057;1.0106;0.9986;1.0089;0
08/11/2002;00:00;1.0082;1.0157;1.007;1.0129;0
11/11/2002;00:00;1.0132;1.0178;1.009;1.0107;0
12/11/2002;00:00;1.0099;1.0142;1.0064;1.0123;0
13/11/2002;00:00;1.0121;1.0132;1.0042;1.0079;0
14/11/2002;00:00;1.0083;1.0107;1.0026;1.0042;0
15/11/2002;00:00;1.0037;1.0106;1.0007;1.0097;0
18/11/2002;00:00;1.0084;1.0128;1.0055;1.0086;0
19/11/2002;00:00;1.0095;1.0147;1.0005;1.0036;0
20/11/2002;00:00;1.0032;1.0054;0.9987;1.0016;0
21/11/2002;00:00;1.0017;1.0049;0.9974;1.0015;0
22/11/2002;00:00;1.0015;1.0043;0.9957;0.9967;0
25/11/2002;00:00;0.9961;0.9979;0.9889;0.9919;0
26/11/2002;00:00;0.9917;0.9945;0.9892;0.9934;0
27/11/2002;00:00;0.9933;0.9949;0.9874;0.9904;0
28/11/2002;00:00;0.9903;0.9967;0.9889;0.9936;0
29/11/2002;00:00;0.9934;0.9962;0.9915;0.9948;0
02/12/2002;00:00;0.9944;0.999;0.9858;0.9974;0
03/12/2002;00:00;0.9972;1.0008;0.9948;0.9963;0
04/12/2002;00:00;0.9965;1.0038;0.996;1.0008;0
05/12/2002;00:00;1.0006;1.0029;0.9967;1.0004;0
06/12/2002;00:00;1.0003;1.0134;0.9994;1.0095;0
09/12/2002;00:00;1.0096;1.0126;1.0065;1.0102;0
10/12/2002;00:00;1.01;1.0146;1.0067;1.0076;0
11/12/2002;00:00;1.0077;1.0106;1.0056;1.0085;0
12/12/2002;00:00;1.0082;1.0201;1.0071;1.0187;0
13/12/2002;00:00;1.0182;1.0267;1.0163;1.0235;0
16/12/2002;00:00;1.0236;1.0255;1.0191;1.0224;0
17/12/2002;00:00;1.0225;1.034;1.0206;1.0282;0
18/12/2002;00:00;1.028;1.0295;1.0223;1.0267;0
19/12/2002;00:00;1.0265;1.0296;1.0204;1.0274;0
20/12/2002;00:00;1.027;1.0283;1.0238;1.0268;0
23/12/2002;00:00;1.0265;1.0323;1.0214;1.026;0
24/12/2002;00:00;1.0261;1.0331;1.025;1.0302;0
25/12/2002;00:00;1.03;1.0333;1.0276;1.0319;0
26/12/2002;00:00;1.0314;1.0388;1.0311;1.0375;0
27/12/2002;00:00;1.0375;1.0449;1.0356;1.0435;0
30/12/2002;00:00;1.0431;1.0498;1.0403;1.0486;0
31/12/2002;00:00;1.0489;1.0512;1.0451;1.0491;0
01/01/2003;00:00;1.0491;1.0506;1.0461;1.0489;0
02/01/2003;00:00;1.049;1.0502;1.0331;1.0359;0
03/01/2003;00:00;1.0355;1.0445;1.0335;1.0425;0
06/01/2003;00:00;1.0419;1.05;1.041;1.0461;0
07/01/2003;00:00;1.0459;1.0477;1.0392;1.0409;0
08/01/2003;00:00;1.0406;1.0539;1.0356;1.0491;0
09/01/2003;00:00;1.0493;1.0547;1.0443;1.0485;0
10/01/2003;00:00;1.0484;1.0591;1.047;1.0572;0
13/01/2003;00:00;1.0572;1.059;1.0522;1.0537;0
14/01/2003;00:00;1.0534;1.0605;1.053;1.055;0
15/01/2003;00:00;1.0551;1.0599;1.0499;1.0552;0
16/01/2003;00:00;1.0556;1.0633;1.054;1.0612;0
17/01/2003;00:00;1.0618;1.0685;1.0599;1.0668;0
20/01/2003;00:00;1.0664;1.0697;1.0628;1.0671;0
21/01/2003;00:00;1.0674;1.0741;1.0629;1.0728;0
22/01/2003;00:00;1.0724;1.0747;1.068;1.0738;0
23/01/2003;00:00;1.0728;1.0785;1.0701;1.0746;0
